url_article,Date,Auteur,Titre,Annee
https://pubmed.ncbi.nlm.nih.gov/26848571/#affiliation-1,['2016 Feb 5;'],"['Joanna F Dipnall', '\n              2\n            ', '\n              1\n            ', '\n              4\n            ', 'Michael Berk', '\n              5\n            ', '\n              7\n            ', 'Lana J Williams', 'Seetal Dodd', '\n              5\n            ', 'Felice N Jacka', '\n              6\n            ', '\n              10\n            ', '\n              2\n            ']","Fusing Data Mining, Machine Learning and Traditional Statistics to Detect Biomarkers Associated with Depression",2016
https://pubmed.ncbi.nlm.nih.gov/32313813/#affiliation-1,['2020 Apr 14;'],"['Gilbert Lim', '\n              2\n            ', '\n              2\n            ', 'Yuchen Xie', 'Xin Q Lee', 'Michelle Y T Yip', 'Daniel S W Ting', '\n              3\n            ', '\n              5\n            ']",Different fundus imaging modalities and technical factors in AI screening for diabetic retinopathy: a review,2020
https://pubmed.ncbi.nlm.nih.gov/31211469/#affiliation-1,['2019 Oct;'],"['Michele Matarazzo', '\n              2\n            ', '\n              4\n            ', '\n              5\n            ', '\n              7\n            ', '\n              2\n            ', 'Verónica Puertas-Martín', 'Ian Butterworth', 'Carlos S Mendoza', 'María J Ledesma-Carbayo', 'María José Catalán', 'José Antonio Molina', 'Félix Bermejo-Pareja', 'Juan Carlos Martínez-Castrillo', 'Lydia López-Manzanares', 'Araceli Alonso-Cánovas', 'Jaime Herreros Rodríguez', 'Ignacio Obeso', '\n              3\n            ', '\n              3\n            ', 'José Carlos Martínez-Ávila', 'Agustín Gómez de la Cámara', 'Martha Gray', '\n              9\n            ', '\n              1\n            ', 'Luca Giancardo', '\n              15\n            ', '\n              1\n            ', '\n              3\n            ']",Remote Monitoring of Treatment Response in Parkinson's Disease: The Habit of Typing on a Computer,2019
https://pubmed.ncbi.nlm.nih.gov/22394143/#affiliation-1,['2012 Feb;'],"[""Thomas M O'Connell""]",Recent advances in metabolomics in oncology,2012
https://pubmed.ncbi.nlm.nih.gov/22492962/#affiliation-1,['2012 Jun;'],"['Nadiya M Teplyuk', 'Brit Mollenhauer', 'Alf Giese', 'Michael Smolsky', 'Marlon G Saria', 'Santosh Kesari']",MicroRNAs in cerebrospinal fluid identify glioblastoma and metastatic brain cancers and reflect disease activity,2012
https://pubmed.ncbi.nlm.nih.gov/33425369/#affiliation-1,['2020 Dec 9;'],"['Sanjana K', 'Sowmya V', 'Gopalakrishnan E A', 'Soman K P']",Explainable artificial intelligence for heart rate variability in ECG signal,2020
https://pubmed.ncbi.nlm.nih.gov/20425992/#affiliation-1,['2009;'],"['Andrew Janowczyk', 'Sharat Chandran', 'Dimitra Sasaroli', 'Michael D Feldman']",Hierarchical normalized cuts: unsupervised segmentation of vascular biomarkers from ovarian cancer tissue microarrays,2009
https://pubmed.ncbi.nlm.nih.gov/24203723/#affiliation-1,['2014 Feb;'],"['Wouter S Hoogenboom', 'Thomas J Marder', 'Susanne Huisman', 'Jason S Schneiderman', 'Donald C Simonson', 'Marek Kubicki', 'Gail Musen']",Cerebral white matter integrity and resting-state functional connectivity in middle-aged patients with type 2 diabetes,2014
https://pubmed.ncbi.nlm.nih.gov/25521204/#affiliation-1,['2014;'],"['Hsin-Yi Wu', 'Hui-Ju Kao', 'Yu-Ju Chen']",Characterization and identification of protein O-GlcNAcylation sites with substrate specificity,2014
https://pubmed.ncbi.nlm.nih.gov/25571029/#affiliation-1,['2014;'],"['A Tartar', 'N Kilic']",A novel approach to malignant-benign classification of pulmonary nodules by using ensemble learning classifiers,2014
https://pubmed.ncbi.nlm.nih.gov/16135244/#affiliation-1,['2005 Aug 31;'],"['Stephane Meystre', 'Peter J Haug']",Automation of a problem list using natural language processing,2005
https://pubmed.ncbi.nlm.nih.gov/16445723/#affiliation-1,['2006 Feb;'],"['J Manivannan', 'M Ramasubba Reddy', 'R Ajay Kumar']",Quantitative evaluation of left ventricle performance from two dimensional echo images,2006
https://pubmed.ncbi.nlm.nih.gov/10520329/#affiliation-1,['1999 Sep;'],"['M Galanski', 'L Hoogestraat-Lufft', 'S Baus', 'A Koehler', 'P Landwehr', 'H Hecker']",[Performance of different CT angiography imaging modalities in detecting renal artery stenoses],1999
https://pubmed.ncbi.nlm.nih.gov/24184435/#affiliation-1,['2014 Jan;'],"['A M Pouch', 'H Wang', 'B M Jackson', 'R C Gorman', 'C M Sehgal']",Fully automatic segmentation of the mitral leaflets in 3D transesophageal echocardiographic images using multi-atlas joint label fusion and deformable medial modeling,2014
https://pubmed.ncbi.nlm.nih.gov/24403407/#affiliation-1,['2014 Jan;'],"['Yung-Fu Chen', 'Ker-Cheng Lin', 'Li-En Wang', 'Tsung-Po Chen', 'John Y Chiang']",Semi-automatic segmentation and classification of Pap smear cells,2014
https://pubmed.ncbi.nlm.nih.gov/26246169/#affiliation-1,['2015 Aug 5;'],"['Shannon P Quinn', 'Maliha J Zahid', 'John R Durkin', 'Richard J Francis', 'Cecilia W Lo', 'S Chakra Chennubhotla']",Automated identification of abnormal respiratory ciliary motion in nasal biopsies,2015
https://pubmed.ncbi.nlm.nih.gov/16190464/#affiliation-1,['2005 Sep;'],"['Qiang Wu', 'Zhongmin Liu', 'Zixiang Xiong']",Subspace-based prototyping and classification of chromosome images,2005
https://pubmed.ncbi.nlm.nih.gov/15102462/#affiliation-1,['2004 Feb;'],"['Emanuel F Petricoin', 'Lance A Liotta']",SELDI-TOF-based serum proteomic pattern diagnostics for early detection of cancer,2004
https://pubmed.ncbi.nlm.nih.gov/16982730/#affiliation-1,['2006 Sep 15;'],"['Nicola Tolliday', 'Paul A Clemons', 'Angela N Koehler', 'Xiaohua Li', 'Daniela S Gerhard']","Small molecules, big players: the National Cancer Institute's Initiative for Chemical Genetics",2006
https://pubmed.ncbi.nlm.nih.gov/32674040/#affiliation-1,['2020 Nov;'],"['H Mahmood', 'M Shaban', 'B I Indave', 'A R Santos-Silva', 'N Rajpoot', 'S A Khurram']",Use of artificial intelligence in diagnosis of head and neck precancerous and cancerous lesions: A systematic review,2020
https://pubmed.ncbi.nlm.nih.gov/24623193/#affiliation-1,['2014 Jul;'],"['Haiyan Xie', 'Zhiyuan Xie', 'Monirehalsadat Mousavi', 'Niels Bendsoe', 'Mikkel Brydegaard', 'Johan Axelsson', 'Stefan Andersson-Engels']",Design and validation of a fiber optic point probe instrument for therapy guidance and monitoring,2014
https://pubmed.ncbi.nlm.nih.gov/31473838/#affiliation-1,['2019 Aug 31;'],"['Changyow C Kwan', 'Amani A Fawzi']",Imaging and Biomarkers in Diabetic Macular Edema and Diabetic Retinopathy,2019
https://pubmed.ncbi.nlm.nih.gov/16752579/#affiliation-1,['2006 May;'],"['Feng Zhuge', 'Geoffrey D Rubin', 'Sandy Napel']",An abdominal aortic aneurysm segmentation method: level set with region and statistical information,2006
https://pubmed.ncbi.nlm.nih.gov/31249070/#affiliation-1,['2019 Jul;'],"['Nick Summerton', 'Martin Cansdale']",Artificial intelligence and diagnosis in general practice,2019
https://pubmed.ncbi.nlm.nih.gov/27097638/#affiliation-1,['2016 Aug;'],"['Daniel Sanchez-Morillo', 'Miguel A Fernandez-Granero', 'Antonio Leon-Jimenez']",Use of predictive algorithms in-home monitoring of chronic obstructive pulmonary disease and asthma: A systematic review,2016
https://pubmed.ncbi.nlm.nih.gov/33169099/#affiliation-1,['2021 Feb;'],"['Sweta Bhattacharya', 'Praveen Kumar Reddy Maddikunta', 'Quoc-Viet Pham', 'Thippa Reddy Gadekallu', 'Siva Rama Krishnan S', 'Chiranji Lal Chowdhary', 'Mamoun Alazab', 'Md Jalil Piran']",Deep learning and medical image processing for coronavirus (COVID-19) pandemic: A survey,2021
https://pubmed.ncbi.nlm.nih.gov/19527950/#affiliation-1,['2009 Jul;'],"['Xujiong Ye', 'Xinyu Lin', 'Greg Slabaugh']",Shape-based computer-aided detection of lung nodules in thoracic CT images,2009
https://pubmed.ncbi.nlm.nih.gov/32145537/#affiliation-1,['2020 Jun 5;'],"['Hamada A A Noreldeen', 'Lijie Du', 'Wei Li', 'Xinyu Liu', 'Yanfu Wang', 'Guowang Xu']",Serum lipidomic biomarkers for non-small cell lung cancer in nonsmoking female patients,2020
https://pubmed.ncbi.nlm.nih.gov/28113188/#affiliation-1,['2017 Feb;'],"['Enrique Monte Moreno', 'Montse Torrres Rusinol', 'Pilar Nunez Manrique', 'Magda Pedrosa Miquel', 'M Jose Gonzalez Burguillos']",Type 2 Diabetes Screening Test by Means of a Pulse Oximeter,2017
https://pubmed.ncbi.nlm.nih.gov/17945900/#affiliation-1,['2006;'],"['S Liu', 'J-L Gaudiot']",Prototyping virtual cancer therapist (VCT): a software engineering approach,2006
https://pubmed.ncbi.nlm.nih.gov/16916090/#affiliation-1,['2006 Aug;'],"['Geoffrey Henderson', 'Emmanuel Ifeachor', 'Cindy Goh', 'Sunil Wimalaratna', 'Fabrizio Vecchio']",Development and assessment of methods for detecting dementia using the human electroencephalogram,2006
https://pubmed.ncbi.nlm.nih.gov/16189431/#affiliation-1,['2005 Oct;'],"['Kurt Debl', 'Behrus Djavidani', 'Wolfgang Nitz', 'Frank Muders', 'Stefan Feuerbach', 'Andreas Luchner']",Planimetry of aortic valve area in aortic stenosis by magnetic resonance imaging,2005
https://pubmed.ncbi.nlm.nih.gov/16417403/#affiliation-1,['2006 Feb;'],['Ying Liu'],Serum proteomic pattern analysis for early cancer detection,2006
https://pubmed.ncbi.nlm.nih.gov/33588710/#affiliation-1,['2021 Feb 16;'],"['Katerina D Tzimourta', '\n              2\n            ', '\n              3\n            ', 'Alexandros T Tzallas', 'Nikolaos Giannakeas', 'Loukas G Astrakas', 'Pantelis Angelidis', 'Dimitrios Tsalikakis', 'Markos G Tsipouras']",Machine Learning Algorithms and Statistical Approaches for Alzheimer's Disease Analysis Based on Resting-State EEG Recordings: A Systematic Review,2021
https://pubmed.ncbi.nlm.nih.gov/23123045/#affiliation-1,['2013 Apr 30;'],"['Barbara L Schwartz', 'Chandan J Vaidya', 'Stephen I Deutsch']",Neural basis of implicit memory for socio-emotional information in schizophrenia,2013
https://pubmed.ncbi.nlm.nih.gov/23220891/#affiliation-1,['2013 Mar;'],"['Tobias Heye', 'Elmar M Merkle', 'Matthew S Davenport', 'Sebastian Feuerlein', 'Peter Gall', 'Brian M Dale', 'Daniel T Boll']",Reproducibility of dynamic contrast-enhanced MR imaging. Part II. Comparison of intra- and interobserver variability with manual region of interest placement versus semiautomatic lesion segmentation and histogram analysis,2013
https://pubmed.ncbi.nlm.nih.gov/3461889/#affiliation-1,['1986 Sep;'],"['J E Goin', 'J R Gilbert', 'J E Tomaszewski']","The ""intelligent workstation"" for cell-surface phenotyping based on principles of pattern recognition and image analysis",1986
https://pubmed.ncbi.nlm.nih.gov/30549317/#affiliation-1,['2019 Jul;'],"['Yuichi Mori', 'Shin-Ei Kudo', 'Hussein E N Mohmed', '\n              3\n            ', '\n              1\n            ', '\n              1\n            ', '\n              4\n            ', '\n              4\n            ', '\n              4\n            ']",Artificial intelligence and upper gastrointestinal endoscopy: Current status and future perspective,2019
https://pubmed.ncbi.nlm.nih.gov/18421692/#affiliation-1,['2008 Jun;'],"['Bjoern H Menze', 'B Michael Kelm', 'Peter Bachert']",Mimicking the human expert: pattern recognition for an automated assessment of data quality in MR spectroscopic images,2008
https://pubmed.ncbi.nlm.nih.gov/21414833/#affiliation-1,['2011 Aug;'],"['Barbara André', 'Tom Vercauteren', 'Michael B Wallace']",A smart atlas for endomicroscopy using automated video retrieval,2011
https://pubmed.ncbi.nlm.nih.gov/22403607/#affiliation-1,['2012;'],"['Michal Markovich Gordon', 'Asher M Moser']",Unsupervised analysis of classical biomedical markers: robustness and medical relevance of patient clustering using bioinformatics tools,2012
https://pubmed.ncbi.nlm.nih.gov/29203867/#affiliation-1,['2017 Dec 4;'],"['Adam Ponzi', '\n              2\n            ']",Sensory Stream Adaptation in Chaotic Networks,2017
https://pubmed.ncbi.nlm.nih.gov/10175175/#affiliation-1,['1997;'],['D S Wilkinson'],The role of technology in the clinical laboratory of the future,1997
https://pubmed.ncbi.nlm.nih.gov/12349930/#affiliation-1,['2002 Sep;'],"['Anna O Bilska-Wolak', 'Carey E Floyd Jr']",Development and evaluation of a case-based reasoning classifier for prediction of breast biopsy outcome with BI-RADS lexicon,2002
https://pubmed.ncbi.nlm.nih.gov/33156839/#affiliation-1,['2020 Nov 6;'],"['Kerry E Poppenberg', '\n              2\n            ', 'Lu Li', 'Muhammad Waqas', 'Nikhil Paliwal', '\n              2\n            ', '\n              5\n            ', '\n              5\n            ', 'Yijun Sun', '\n              7\n            ', '\n              1\n            ', '\n              8\n            ', 'Elad I Levy', '\n              3\n            ', 'Adnan H Siddiqui', '\n              3\n            ', 'John Kolega', '\n              10\n            ', '\n              1\n            ', '\n              3\n            ', 'Vincent M Tutino', '\n              2\n            ', '\n              10\n            ']",Whole blood transcriptome biomarkers of unruptured intracranial aneurysm,2020
https://pubmed.ncbi.nlm.nih.gov/30694197/#affiliation-1,['2019 Jan 29;'],"['Archana Sarda', 'Suresh Munuswamy', 'Shubhankar Sarda', 'Vinod Subramanian']",Using Passive Smartphone Sensing for Improved Risk Stratification of Patients With Depression and Diabetes: Cross-Sectional Observational Study,2019
https://pubmed.ncbi.nlm.nih.gov/19077270/#affiliation-1,['2008 Dec 12;'],"['Lene Rosendahl', 'Peter Blomstrand', 'Per-Gunnar Björklund', 'Sven-Ake Starck']",Late gadolinium uptake demonstrated with magnetic resonance in patients where automated PERFIT analysis of myocardial SPECT suggests irreversible perfusion defect,2008
https://pubmed.ncbi.nlm.nih.gov/32297804/#affiliation-1,['2021 Jan;'],"['Daniel N Thyde', 'Ali Mohebbi', '\n              2\n            ', '\n              2\n            ', '\n              3\n            ', '\n              1\n            ']",Machine Learning-Based Adherence Detection of Type 2 Diabetes Patients on Once-Daily Basal Insulin Injections,2021
https://pubmed.ncbi.nlm.nih.gov/33224893/#affiliation-1,['2020 Nov 2;'],"['Zixing Huang', 'Dan Liu', 'Xinzu Chen', 'Du He', 'Pengxin Yu', 'Baiyun Liu', 'Bing Wu', 'Jiankun Hu', 'Bin Song']",Deep Convolutional Neural Network Based on Computed Tomography Images for the Preoperative Diagnosis of Occult Peritoneal Metastasis in Advanced Gastric Cancer,2020
https://pubmed.ncbi.nlm.nih.gov/21382191/#affiliation-1,['2011 Feb;'],"['Jayavardhana Gubbi', 'Aparna Kanakatte', 'David Binns', 'Nallasamy Mani']",Automatic tumour volume delineation in respiratory-gated PET images,2011
https://pubmed.ncbi.nlm.nih.gov/31682189/#affiliation-1,['2020 Aug;'],"['Pedro Romero-Aroca', 'Raquel Verges-Puig', 'Jordi de la Torre', 'Aida Valls', 'Naiara Relaño-Barambio', 'Domenec Puig', 'Marc Baget-Bernaldiz']",Validation of a Deep Learning Algorithm for Diabetic Retinopathy,2020
https://pubmed.ncbi.nlm.nih.gov/32662449/#affiliation-1,['2020 Jul 13;'],"['Jonathan Lawson', 'Billy Boyle']",Driving progress in exhaled breath biomarkers: Breath Biopsy Conference 2019,2020
https://pubmed.ncbi.nlm.nih.gov/33514397/#affiliation-1,['2021 Jan 29;'],"['Alena Orlenko', 'Jason H Moore']",A comparison of methods for interpreting random forest models of genetic association in the presence of non-additive interactions,2021
https://pubmed.ncbi.nlm.nih.gov/30587115/#affiliation-1,['2018 Dec 27;'],"['Jiangning Gao', 'Görel Sundström', 'Behrooz Torabi Moghadam', 'Neda Zamani', 'Manfred G Grabherr']",ACES: a machine learning toolbox for clustering analysis and visualization,2018
https://pubmed.ncbi.nlm.nih.gov/31584836/#affiliation-1,['2019 Oct;'],"['Imon Banerjee', 'Selen Bozkurt', 'Jennifer Lee Caswell-Jin', 'Allison W Kurian', 'Daniel L Rubin']",Natural Language Processing Approaches to Detect the Timeline of Metastatic Recurrence of Breast Cancer,2019
https://pubmed.ncbi.nlm.nih.gov/32998048/#affiliation-1,['2021 Jan 30;'],"['Wenjun Chen', 'Xinlin Chen', 'Minting Zhang', 'Zunnan Huang']",The association of human leukocyte antigen class II (HLA II) haplotypes with the risk of Latent autoimmune diabetes of adults (LADA): Evidence based on available data,2021
https://pubmed.ncbi.nlm.nih.gov/30885592/#affiliation-1,['2019 Apr;'],"['N Lassau', 'T Estienne', 'P de Vomecourt', 'M Azoulay', 'J Cagnol', 'G Garcia', 'M Majer', 'E Jehanno', 'R Renard-Penna', 'C Balleyguier', 'F Bidault', 'C Caramella', 'T Jacques', 'F Dubrulle', 'J Behr', 'N Poussange', 'J Bocquet', 'S Montagne', 'F Cornelis', 'M Faruch', 'B Bresson', 'S Brunelle', 'A Jalaguier-Coudray', 'N Amoretti', 'A Blum', 'A Paisant', 'V Herreros', 'O Rouviere', 'S Si-Mohamed', 'L Di Marco', 'O Hauger', 'M Garetier', 'F Pigneur', 'A Bergère', 'C Cyteval', 'L Fournier', 'C Malhaire', 'J-L Drape', 'E Poncelet', 'C Bordonne', 'H Cauliez', 'J-F Budzik', 'M Boisserie', 'T Willaume', 'S Molière', 'N Peyron Faure', 'S Caius Giurca', 'V Juhan', 'T Caramella', 'A Perrey', 'F Desmots', 'M Faivre-Pierre', 'M Abitbol', 'R Lotte', 'D Istrati', 'D Guenoun', 'A Luciani', 'M Zins', 'J-F Meder', 'A Cotten']","Five simultaneous artificial intelligence data challenges on ultrasound, CT, and MRI",2019
https://pubmed.ncbi.nlm.nih.gov/25278224/#affiliation-1,['2014 Dec;'],"['Ja-Der Liang', 'Xiao-Ou Ping', 'Yi-Ju Tseng', 'Guan-Tarn Huang', 'Feipei Lai', 'Pei-Ming Yang']",Recurrence predictive models for patients with hepatocellular carcinoma after radiofrequency ablation using support vector machines with feature selection methods,2014
https://pubmed.ncbi.nlm.nih.gov/25392120/#affiliation-1,['2015 Apr;'],"['Patrick Pessaux', 'Michele Diana', 'Tullio Piardi', 'Jacques Marescaux']",Towards cybernetic surgery: robotic and augmented reality-assisted liver segmentectomy,2015
https://pubmed.ncbi.nlm.nih.gov/21361178/#affiliation-1,['2011 Jan;'],"['R Lopes', 'A Ayache', 'P Puech', 'S Mordon']",Prostate cancer characterization on MR images using fractal features,2011
https://pubmed.ncbi.nlm.nih.gov/15724532/#affiliation-1,['2004 Dec 21;'],"['Jikun Wei', 'Laigao Chen', 'Yun Liang']",X-ray CT high-density artefact suppression in the presence of bones,2004
https://pubmed.ncbi.nlm.nih.gov/26370244/#affiliation-1,['2015 Sep 14;'],"['Richard Mauseth', 'Sandra M Lord', 'Irl B Hirsch', 'Robert C Kircher', 'Don P Matheson', 'Carla J Greenbaum']",Stress Testing of an Artificial Pancreas System With Pizza and Exercise Leads to Improvements in the System's Fuzzy Logic Controller,2015
https://pubmed.ncbi.nlm.nih.gov/32484086/#affiliation-1,['2020;'],"['Ramsha Baig', 'Maryam Bibi', 'Anmol Hamid', 'Sumaira Kausar', 'Shahzad Khalid']",Deep Learning Approaches Towards Skin Lesion Segmentation and Classification from Dermoscopic Images - A Review,2020
https://pubmed.ncbi.nlm.nih.gov/33134214/#affiliation-1,['2020 Oct 1;'],"['Mohammadi R', 'Salehi M', 'Ghaffari H', 'Rohani A A', 'Reiazi R', '\n              4\n            ']",Transfer Learning-Based Automatic Detection of Coronavirus Disease 2019 (COVID-19) from Chest X-ray Images,2020
https://pubmed.ncbi.nlm.nih.gov/24081876/#affiliation-1,['2014 May;'],"['C Lartizien', 'E Niaf']",Computer-aided staging of lymphoma patients with FDG PET/CT imaging based on textural information,2014
https://pubmed.ncbi.nlm.nih.gov/30470039/#affiliation-1,['2018 Oct 29;'],"['Yan Wu Chu', 'Yun Tang', 'Yun Xin Yu', 'Lian Bo Guo', 'Xiao Yan Zeng']",Diagnosis of nasopharyngeal carcinoma from serum samples using hyperspectral imaging combined with a chemometric method,2018
https://pubmed.ncbi.nlm.nih.gov/26885520/#affiliation-1,['2016;'],"['Joanna Jaworek-Korjakowska', 'Paweł Kłeczek']",Automatic Classification of Specific Melanocytic Lesions Using Artificial Intelligence,2016
https://pubmed.ncbi.nlm.nih.gov/33264280/#affiliation-1,['2020 Dec 2;'],"['Daniel Rivas-Barragan', '\n              2\n            ', '\n              3\n            ', 'Francesc Guim Bernat', 'Martin Hofmann-Apitius', 'Daniel Domingo-Fernández', '\n              4\n            ']",Drug2ways: Reasoning over causal paths in biological networks for drug discovery,2020
https://pubmed.ncbi.nlm.nih.gov/30763392/#affiliation-1,['2019 Feb 14;'],"['Fiona M Lyng', 'Damien Traynor', 'Thi Nguyet Que Nguyen', 'Aidan D Meade', 'Fazle Rakib', 'Rafif Al-Saady', 'Erik Goormaghtigh', 'Khalid Al-Saad', 'Mohamed H Ali']",Discrimination of breast cancer from benign tumours using Raman spectroscopy,2019
https://pubmed.ncbi.nlm.nih.gov/30013095/#affiliation-1,['2018 Jul 16;'],"['Chia-Hsun Hsieh', 'Wei-Ming Chen', 'Yi-Shan Hsieh', 'Ya-Chun Fan', 'Pok Eric Yang', 'Shih-Ting Kang', 'Chun-Ta Liao']",A Novel Multi-Gene Detection Platform for the Analysis of miRNA Expression,2018
https://pubmed.ncbi.nlm.nih.gov/32442672/#affiliation-1,['2020 Jul 1;'],"['Sai Chandra Kosaraju', 'Jie Hao', 'Hyun Min Koh', 'Mingon Kang']",Deep-Hipo: Multi-scale receptive field deep learning for histopathological image analysis,2020
https://pubmed.ncbi.nlm.nih.gov/24709057/#affiliation-1,['2014 Jun;'],"['Martin Tabakov', 'Pawel Kozak']",Segmentation of histopathology HER2/neu images with fuzzy decision tree and Takagi-Sugeno reasoning,2014
https://pubmed.ncbi.nlm.nih.gov/17272204/#affiliation-1,['2006 Mar;'],"['Shao-Pai Wu', 'Ya-Wen Lin', 'Tang-Yuan Chu', 'Hang-Seng Liu']",SELDI-TOF MS profiling of plasma proteins in ovarian cancer,2006
https://pubmed.ncbi.nlm.nih.gov/33082371/#affiliation-1,['2020 Oct 20;'],"['Harini Veeraraghavan', 'Claire F Friedman', '\n              3\n            ', '\n              4\n            ', 'Josip Ninčević', '\n              7\n            ', '\n              6\n            ', 'Silvio G Bruni', '\n              9\n            ', '\n              6\n            ', 'Iva Petkovska', 'Stephanie Nougaret', '\n              11\n            ', 'Ines Nikolovski', 'Ahmet Zehir', 'Nadeem R Abu-Rustum', 'Carol Aghajanian', '\n              3\n            ', '\n              2\n            ', 'Karen A Cadoo', '\n              3\n            ', '\n              2\n            ', 'Mario M Leitao Jr', 'Vicky Makker', '\n              3\n            ', '\n              4\n            ', '\n              13\n            ', '\n              4\n            ', '\n              14\n            ']",Machine learning-based prediction of microsatellite instability and high tumor mutation burden from contrast-enhanced computed tomography in endometrial cancers,2020
https://pubmed.ncbi.nlm.nih.gov/20169844/#affiliation-1,['2009 Dec;'],"['C Visagie', 'C Scheffer', 'A F Doubell']",Autonomous detection of heart sound abnormalities using an auscultation jacket,2009
https://pubmed.ncbi.nlm.nih.gov/31887679/#affiliation-1,['2020 Mar 15;'],"['Andrea Zancla', 'Serena De Santis', 'Giovanni Sotgiu', 'Chiara Taffon', 'Anna Crescenzi', 'Monica Orsini']",Micro-FTIR spectroscopy as robust tool for psammoma bodies detection in papillary thyroid carcinoma,2020
https://pubmed.ncbi.nlm.nih.gov/18315372/#affiliation-1,['2008;'],"['Brian D Goldberg', 'Nicusor V Iftimia', 'Martha B Pitman', 'Brett E Bouma']",Automated algorithm for differentiation of human breast tissue using low coherence interferometry for fine needle aspiration biopsy guidance,2008
https://pubmed.ncbi.nlm.nih.gov/18842763/#affiliation-1,['2009 Jan;'],"['R Habibi', 'M M Lell', 'S G Ruehm', 'K Nael']",High-resolution 3T MR angiography of the carotid arteries: comparison of manual and semiautomated quantification of stenosis,2009
https://pubmed.ncbi.nlm.nih.gov/19245841/#affiliation-1,['2009 Jun;'],"['Oguz Demirci', 'Michael C Stevens', 'Andrew Michael', 'Tonya White', 'Vincent P Clark']",Investigation of relationships between fMRI brain networks in the spectral domain using ICA and Granger causality reveals distinct differences between schizophrenia patients and healthy controls,2009
https://pubmed.ncbi.nlm.nih.gov/29520050/#affiliation-1,['2018 Jun;'],"['Ramachandran Rajalakshmi', 'Radhakrishnan Subashini', 'Ranjit Mohan Anjana', 'Viswanathan Mohan']",Automated diabetic retinopathy detection in smartphone-based fundus photography using artificial intelligence,2018
https://pubmed.ncbi.nlm.nih.gov/16402616/#affiliation-1,['2006 Jan;'],"['Arun Ross', 'Sarat C Dass']",Fingerprint warping using ridge curve correspondences,2006
https://pubmed.ncbi.nlm.nih.gov/25467806/#affiliation-1,['2015 Mar;'],"['Yongbin Zhang', 'Jinzhong Yang', 'Lifei Zhang', 'Laurence E Court', 'Song Gao', 'Peter A Balter', 'Lei Dong']",Digital reconstruction of high-quality daily 4D cone-beam CT images using prior knowledge of anatomy and respiratory motion,2015
https://pubmed.ncbi.nlm.nih.gov/23837969/#affiliation-1,['2013 Dec;'],"['L Maier-Hein', 'P Mountney', 'H Elhawary', 'A Groch', 'M Rodrigues', 'S Speidel']",Optical techniques for 3D surface reconstruction in computer-assisted laparoscopic surgery,2013
https://pubmed.ncbi.nlm.nih.gov/24505722/#affiliation-1,['2013;'],"['Demian Wassermann', 'Nikos Makris', 'Yogesh Rathi', 'Martha Shenton', 'Ron Kikinis', 'Marek Kubicki', 'Carl-Fredrik Westin']",On describing human white matter anatomy: the white matter query language,2013
https://pubmed.ncbi.nlm.nih.gov/33360117/#affiliation-1,['2021 Feb;'],"['Yao Yu', 'Jie Ma', 'Weidong Zhao', 'Zhenmin Li', 'Shuai Ding']",MSCI: A multistate dataset for colposcopy image classification of cervical cancer screening,2021
https://pubmed.ncbi.nlm.nih.gov/31752472/#affiliation-1,['2019 Nov 19;'],"['J Wen', 'W Y Kang', 'M Lin', 'L Li', 'T R Li', 'Y H Zhong', 'D H Luo']",[Artificial intelligence evaluation of simulated phantom lung nodules with different pre-adaptive iteration techniques],2019
https://pubmed.ncbi.nlm.nih.gov/30669406/#affiliation-1,['2019 Jan 18;'],"['Gopal S Tandel', 'Mainak Biswas', '\n              3\n            ', '\n              4\n            ', '\n              5\n            ', '\n              6\n            ', '\n              7\n            ', '\n              8\n            ', '\n              9\n            ', '\n              10\n            ', '\n              11\n            ', '\n              12\n            ', '\n              13\n            ', '\n              14\n            ']",A Review on a Deep Learning Perspective in Brain Cancer Classification,2019
https://pubmed.ncbi.nlm.nih.gov/32333132/#affiliation-1,['2020 Aug;'],"['Dipanjan Moitra', 'Rakesh Kumar Mandal']",Prediction of Non-small Cell Lung Cancer Histology by a Deep Ensemble of Convolutional and Bidirectional Recurrent Neural Network,2020
https://pubmed.ncbi.nlm.nih.gov/19163956/#affiliation-1,['2008;'],"['Turker Ince', 'Serkan Kiranyaz']",Automated patient-specific classification of premature ventricular contractions,2008
https://pubmed.ncbi.nlm.nih.gov/32155930/#affiliation-1,['2020 Mar 6;'],"['Hong Zu Li', 'Pierre Boulanger']",A Survey of Heart Anomaly Detection Using Ambulatory Electrocardiogram (ECG),2020
https://pubmed.ncbi.nlm.nih.gov/22242178/#affiliation-1,['2012;'],"['Michael G Schrauder', 'Reiner Strick', 'Pamela L Strissel', 'Christian R Loehberg', 'Sebastian M Jud', 'Alexander Hein', 'Mayada R Bani', 'Boris R Adamietz', 'Claudia Rauh', 'Peter A Fasching']",Circulating micro-RNAs as potential blood-based markers for early stage breast cancer detection,2012
https://pubmed.ncbi.nlm.nih.gov/19887716/#affiliation-1,['2009 Nov 21;'],"['X Artaechevarria', 'D Pérez-Martín', 'G de Biurrun', 'L M Montuenga', 'C Ortiz-de-Solorzano']",Airway segmentation and analysis for the study of mouse models of lung disease using micro-CT,2009
